Time (UTC),T2(Model),Temp,Obs-Model,,Time (UTC),WD(Model),WD(Obs),Obs-Model,,Time (UTC),WS(Model),WS(Obs),Obs-Model,,Time (UTC),SWDown(Model), SWLower,Obs-Model,,SWUpper
12/24/2020 21:00:00,13.69394,11.66639,-2.02755,,12/24/20 21:00,264.23712,271.4055,7.16838,,12/24/20 21:00,1.58684,0.8764166,-0.7104234,,12/24/20 21:00,0,4.408,4.408,,-1.154
12/24/2020 22:00:00,13.13293,11.18375,-1.94918,,12/24/20 22:00,255.70175,297.4125,41.71075,,12/24/20 22:00,1.90863,1.591861,-0.316769,,12/24/20 22:00,0,4.142,4.142,,-1.494
12/24/2020 23:00:00,12.49701,10.94542,-1.55159,,12/24/20 23:00,253.58224,282.6861,29.10386,,12/24/20 23:00,2.04618,1.589292,-0.456888,,12/24/20 23:00,0,5.742,5.742,,-3.617
12/25/2020 0:00:00,12.0957,10.16431,-1.93139,,12/25/20 0:00,254.22086,282.4889,28.26804,,12/25/20 0:00,2.07049,1.470569,-0.599921,,12/25/20 0:00,0,4.739,4.739,,-2.523
12/25/2020 1:00:00,11.67786,9.90611,-1.77175,,12/25/20 1:00,252.61729,275.1,22.48271,,12/25/20 1:00,2.07343,0.9569582,-1.1164718,,12/25/20 1:00,0,4.241,4.241,,-1.205
12/25/2020 2:00:00,11.36108,9.574583,-1.786497,,12/25/20 2:00,256.93784,287.4167,30.47886,,12/25/20 2:00,2.31773,0.8053888,-1.5123412,,12/25/20 2:00,11.55274,3.646,-7.90674,,-0.527
12/25/2020 3:00:00,12.3634,9.594861,-2.768539,,12/25/20 3:00,268.17371,295.6375,27.46379,,12/25/20 3:00,2.43445,1.338042,-1.096408,,12/25/20 3:00,171.55583,6.509,-165.04683,,23.76
12/25/2020 4:00:00,14.12784,10.165,-3.96284,,12/25/20 4:00,277.04324,286.9792,9.93596,,12/25/20 4:00,2.21695,1.714889,-0.502061,,12/25/20 4:00,355.87857,19.1,-336.77857,,144.4
12/25/2020 5:00:00,17.07211,12.78542,-4.28669,,12/25/20 5:00,287.02252,299.1167,12.09418,,12/25/20 5:00,2.01376,1.897486,-0.116274,,12/25/20 5:00,511.11859,28.17,-482.94859,,303.6
12/25/2020 6:00:00,19.78595,15.61681,-4.16914,,12/25/20 6:00,299.18692,315.2458,16.05888,,12/25/20 6:00,2.75365,2.187472,-0.566178,,12/25/20 6:00,605.36841,46,-559.36841,,434.2
12/25/2020 7:00:00,21.66101,17.78819,-3.87282,,12/25/20 7:00,303.85168,269.625,-34.22668,,12/25/20 7:00,3.48493,3.196014,-0.288916,,12/25/20 7:00,629.16528,62.51,-566.65528,,515.5
12/25/2020 8:00:00,22.66714,19.28014,-3.387,,12/25/20 8:00,301.08301,225.3514,-75.73161,,12/25/20 8:00,4.05477,3.913264,-0.141506,,12/25/20 8:00,587.021,66.51,-520.511,,553.2
12/25/2020 9:00:00,22.26236,20.1443,-2.11806,,12/25/20 9:00,309.36505,274.4278,-34.93725,,12/25/20 9:00,3.30192,4.775208,1.473288,,12/25/20 9:00,0,62.69,62.69,,503.9
12/25/2020 10:00:00,22.02667,20.64181,-1.38486,,12/25/20 10:00,294.27942,272.55,-21.72942,,12/25/20 10:00,5.72057,4.435417,-1.285153,,12/25/20 10:00,330.57236,52.43,-278.14236,,402.5
12/25/2020 11:00:00,21.62061,20.5118,-1.10881,,12/25/20 11:00,300.23242,319.0236,18.79118,,12/25/20 11:00,4.49261,4.177403,-0.315207,,12/25/20 11:00,148.48033,36.11,-112.37033,,241.2
12/25/2020 12:00:00,20.36298,20.22333,-0.13965,,12/25/20 12:00,311.35056,318.6681,7.31754,,12/25/20 12:00,2.88066,3.5835,0.70284,,12/25/20 12:00,3.66668,20.48,16.81332,,110.6
12/25/2020 13:00:00,19.18988,18.95458,-0.2353,,12/25/20 13:00,291.68713,327.6431,35.95597,,12/25/20 13:00,2.20159,2.072472,-0.129118,,12/25/20 13:00,0,7.589,7.589,,9.03
12/25/2020 14:00:00,18.10651,17.69528,-0.41123,,12/25/20 14:00,287.74219,332.7972,45.05501,,12/25/20 14:00,1.75361,1.318264,-0.435346,,12/25/20 14:00,0,6.849,6.849,,-0.312
12/25/2020 15:00:00,17.30399,16.505,-0.79899,,12/25/20 15:00,301.72745,298.0347,-3.69275,,12/25/20 15:00,1.84956,1.005847,-0.843713,,12/25/20 15:00,0,5.651,5.651,,0.607
12/25/2020 16:00:00,16.60574,14.93958,-1.66616,,12/25/20 16:00,301.12814,297.5028,-3.62534,,12/25/20 16:00,2.03523,0.6674305,-1.3677995,,12/25/20 16:00,0,4.743,4.743,,0.327
12/25/2020 17:00:00,15.1778,13.93875,-1.23905,,12/25/20 17:00,227.39003,221.218,-6.17203,,12/25/20 17:00,1.64481,0.4323472,-1.2124628,,12/25/20 17:00,0,4.589,4.589,,0.74
12/25/2020 18:00:00,14.38959,13.33903,-1.05056,,12/25/20 18:00,214.91479,147.5917,-67.32309,,12/25/20 18:00,1.54147,0.3707083,-1.1707617,,12/25/20 18:00,0,4.845,4.845,,0.914
12/25/2020 19:00:00,14.2709,13.50097,-0.76993,,12/25/20 19:00,246.82365,275.4445,28.62085,,12/25/20 19:00,1.55645,1.360069,-0.196381,,12/25/20 19:00,0,4.919,4.919,,-1.011
